Name,Position,Team,Salary,Season
Aleix Garcia,Midfielder,MCFC,"£260,000",2016_2017
Josh Harrop,Midfielder,MUFC,"£260,000",2016_2017
Joel Castro Pereira,Goalkeeper,MUFC,"£260,000",2016_2017
Axel Tuanzebe,Defender,MUFC,"£260,000",2016_2017
Adam Armstrong,Forward,NUFC,"£260,000",2016_2017
Ivan Toney,Forward,NUFC,"£260,000",2016_2017
Stuart Taylor,Goalkeeper,SFC,"£260,000",2016_2017
Oliver McBurnie,Forward,SCAFC,"£260,000",2016_2017
Joshua Onomah,Midfielder,THFC,"£260,000",2016_2017
Gabriel Paulista,Defender,AFC,"£227,500",2016_2017
Krystian Bielik,Defender,AFC,"£208,000",2016_2017
Harry Bunn,Forward,HUD,"£208,000",2016_2017
Harry Wilson,Midfielder,LFC,"£208,000",2016_2017
Angus Gunn,Goalkeeper,MCFC,"£208,000",2016_2017
Kenji Gorre,Forward,SCAFC,"£208,000",2016_2017
Ashley Fletcher,Forward,WHUFC,"£208,000",2016_2017
Kyle Scott,Midfielder,CFC,"£156,000",2016_2017
Sullay Kaikai,Midfielder,CP,"£156,000",2016_2017
Matthew Pennington,Defender,EFC,"£156,000",2016_2017
Tareiq Holmes-Dennis,Defender,HUD,"£156,000",2016_2017
Tom Lawrence,Forward,LC,"£156,000",2016_2017
Cameron Brannagan,Midfielder,LFC,"£156,000",2016_2017
Harry Souttar,Defender,SCFC,"£156,000",2016_2017
Stephen Kingsley,Defender,SCAFC,"£156,000",2016_2017
Reece Burke,Defender,WHUFC,"£156,000",2016_2017
Ethan Ebanks-Landell,Defender,WWFC,"£156,000",2016_2017
Dominic Calvert-Lewin,Forward,EFC,"£130,000",2016_2017
Jeff Reine-Adelaide,Midfielder,AFC,"£104,000",2016_2017
Josh Knight,Defender,LC,"£104,000",2016_2017
Tren Alexander-Arnold,Defender,LFC,"£104,000",2016_2017
Ovie Ejaria,Midfielder,LFC,"£104,000",2016_2017
Connor Randall,Defender,LFC,"£104,000",2016_2017
Jamie Sterry,Defender,NUFC,"£104,000",2016_2017
Alex Palmer,Goalkeeper,WBAFC,"£104,000",2016_2017
Sebastien Pocognoli,Defender,WBAFC,"£104,000",2016_2017
Kane Wilson,Defender,WBAFC,"£104,000",2016_2017
Jonathan Leko,Midfielder,WBAFC,"£93,600",2016_2017
Josh Dasilva,Forward,AFC,"£52,000",2016_2017
Flo Bojaj,Forward,HUD,"£52,000",2016_2017
Luke Brattan,Midfielder,MCFC,"£52,000",2016_2017
Ben Hall,Defender,BHA,"£41,600",2016_2017
Tyler Hornby-Forbes,Defender,BHA,"£41,600",2016_2017
Alfie Jones,Defender,SFC,"£41,600",2016_2017
Yan Valery,Defender,SFC,"£41,600",2016_2017
Will Wood,Defender,SFC,"£41,600",2016_2017
Tyler Roberts,Midfielder,WBAFC,"£41,600",2016_2017
Dan Agyei,Forward,BFC,"£36,400",2016_2017
Freddie Ladapo,Forward,CP,"£36,400",2016_2017
Luke Coddington,Goalkeeper,HUD,"£36,400",2016_2017
Regan Booty,Midfielder,HUD,"£26,000",2016_2017
Reiss Nelson,Midfielder,AFC,"£6,240",2016_2017
Ben Woodburn,Forward,LFC,"£5,200",2016_2017
Gokhan Tore,Midfielder,WHUFC,£0,2016_2017
Kevin De Bruyne,Midfielder,MCFC,"£16,683,333",2017_2018
Alexis Sanchez,Forward,MUFC,"£16,380,000",2017_2018
Paul Pogba,Midfielder,MUFC,"£15,080,000",2017_2018
Mesut Ozil,Midfielder,AFC,"£13,975,000",2017_2018
Eden Hazard,Midfielder,CFC,"£11,700,000",2017_2018
Sergio Aguero,Forward,MCFC,"£11,440,000",2017_2018
Yaya Toure,Midfielder,MCFC,"£11,440,000",2017_2018
David De Gea,Goalkeeper,MUFC,"£10,400,000",2017_2018
Alexandre Lacazette,Forward,AFC,"£9,466,673",2017_2018
Romelu Lukaku,Forward,MUFC,"£9,360,000",2017_2018
Alvaro Morata,Forward,CFC,"£8,840,000",2017_2018
Virgil Van Dijk,Defender,LFC,"£8,580,000",2017_2018
Wayne Rooney,Forward,EFC,"£8,320,000",2017_2018
David Silva,Midfielder,MCFC,"£8,320,000",2017_2018
Juan Mata,Midfielder,MUFC,"£8,320,000",2017_2018
Pierre-Emerick Aubameyang,Forward,AFC,"£8,190,000",2017_2018
Cesc Fàbregas,Midfielder,CFC,"£8,112,000",2017_2018
Henrikh Mkhitaryan,Midfielder,AFC,"£7,800,000",2017_2018
Vincent Kompany,Defender,MCFC,"£7,800,000",2017_2018
Raheem Sterling,Forward,MCFC,"£7,800,000",2017_2018
Alexis Sanchez,Forward,AFC,"£7,280,000",2017_2018
James Milner,Midfielder,LFC,"£7,280,000",2017_2018
Ilkay Gundogan,Midfielder,MCFC,"£7,280,000",2017_2018
Javier Chicharito Hernandez,Forward,WHUFC,"£7,280,000",2017_2018
Daniel Sturridge (on loan from ),Forward,LFC,"£6,760,000",2017_2018
Danny Welbeck,Forward,AFC,"£6,500,000",2017_2018
Aaron Ramsey,Midfielder,AFC,"£6,240,000",2017_2018
Willian da Silva,Midfielder,CFC,"£6,240,000",2017_2018
Thibaut Courtois,Goalkeeper,CFC,"£6,240,000",2017_2018
N'Golo Kante,Midfielder,CFC,"£6,240,000",2017_2018
David Luiz,Defender,CFC,"£6,240,000",2017_2018
Christian Benteke,Forward,CP,"£6,240,000",2017_2018
Alex Oxlade-Chamberlain,Midfielder,LFC,"£6,240,000",2017_2018
Mohamed Salah,Forward,LFC,"£6,240,000",2017_2018
Nicolas Otamendi,Defender,MCFC,"£6,240,000",2017_2018
Bernardo Silva,Forward,MCFC,"£6,240,000",2017_2018
Victor Lindelof,Defender,MUFC,"£6,240,000",2017_2018
Nemanja Matic,Midfielder,MUFC,"£6,240,000",2017_2018
Ashley Young,Midfielder,MUFC,"£6,240,000",2017_2018
Sead Kolasinac,Defender,AFC,"£6,214,000",2017_2018
Ander Herrera,Midfielder,MUFC,"£5,980,000",2017_2018
Hector Bellerin,Defender,AFC,"£5,720,000",2017_2018
Tiemoué Bakayoko,Midfielder,CFC,"£5,720,000",2017_2018
Anthony Martial,Forward,MUFC,"£5,720,000",2017_2018
Marcos Rojo,Defender,MUFC,"£5,720,000",2017_2018
Luke Shaw,Defender,MUFC,"£5,720,000",2017_2018
Joe Hart (on loan from ),Goalkeeper,MCFC,"£5,529,333",2017_2018
Jermain Defoe,Forward,BOU,"£5,380,000",2017_2018
Santi Cazorla,Midfielder,AFC,"£5,200,000",2017_2018
Petr Cech,Goalkeeper,AFC,"£5,200,000",2017_2018
César Azpilicueta,Defender,CFC,"£5,200,000",2017_2018
Gary Cahill,Defender,CFC,"£5,200,000",2017_2018
Danny Drinkwater,Midfielder,CFC,"£5,200,000",2017_2018
Pedro Rodríguez Ledesma,Midfielder,CFC,"£5,200,000",2017_2018
Antonio Rudiger,Defender,CFC,"£5,200,000",2017_2018
Mamadou Sakho,Defender,CP,"£5,200,000",2017_2018
Wilfried Zaha,Forward,CP,"£5,200,000",2017_2018
Morgan Schneiderlin,Midfielder,EFC,"£5,200,000",2017_2018
Gylfi Sigurdsson,Midfielder,EFC,"£5,200,000",2017_2018
Riyad Mahrez,Forward,LC,"£5,200,000",2017_2018
Jamie Vardy,Forward,LC,"£5,200,000",2017_2018
Roberto Firmino,Forward,LFC,"£5,200,000",2017_2018
Jordan Henderson,Midfielder,LFC,"£5,200,000",2017_2018
Dejan Lovren,Defender,LFC,"£5,200,000",2017_2018
Joel Matip,Defender,LFC,"£5,200,000",2017_2018
Fernandinho Luis Roza,Midfielder,MCFC,"£5,200,000",2017_2018
Eliaquim Mangala (on loan from ),Defender,MCFC,"£5,200,000",2017_2018
John Stones,Defender,MCFC,"£5,200,000",2017_2018
Kyle Walker,Defender,MCFC,"£5,200,000",2017_2018
Harry Kane,Forward,THFC,"£5,200,000",2017_2018
Hugo Lloris,Goalkeeper,THFC,"£5,200,000",2017_2018
Marko Arnautovic,Midfielder,WHUFC,"£5,200,000",2017_2018
Ross Barkley,Midfielder,CFC,"£4,766,667",2017_2018
Laurent Koscielny,Defender,AFC,"£4,680,000",2017_2018
Per Mertesacker,Defender,AFC,"£4,680,000",2017_2018
Shkodran Mustafi,Defender,AFC,"£4,680,000",2017_2018
Jack Wilshere,Midfielder,AFC,"£4,680,000",2017_2018
Granit Xhaka,Midfielder,AFC,"£4,680,000",2017_2018
Marcos Alonso,Defender,CFC,"£4,680,000",2017_2018
Olivier Giroud,Forward,CFC,"£4,680,000",2017_2018
Sadio Mane,Forward,LFC,"£4,680,000",2017_2018
Benjamin Mendy,Defender,MCFC,"£4,680,000",2017_2018
Leroy Sane,Forward,MCFC,"£4,680,000",2017_2018
Wilfried Bony,Forward,SCAFC,"£4,680,000",2017_2018
Andy Carroll,Forward,WHUFC,"£4,680,000",2017_2018
Jan Vertonghen,Defender,THFC,"£4,628,000",2017_2018
Theo Walcott,Forward,EFC,"£4,550,000",2017_2018
Marouane Fellaini,Midfielder,MUFC,"£4,550,000",2017_2018
Yohan Cabaye,Midfielder,CP,"£4,472,000",2017_2018
Antonio Valencia,Defender,MUFC,"£4,420,000",2017_2018
Heung-Min Son,Forward,THFC,"£4,420,000",2017_2018
Grzegorz Krychowiak,Midfielder,WBAFC,"£4,264,000",2017_2018
Kasper Schmeichel,Goalkeeper,LC,"£4,160,000",2017_2018
Adrien Silva,Midfielder,LC,"£4,160,000",2017_2018
Islam Slimani (on loan from ),Forward,LC,"£4,160,000",2017_2018
Claudio Bravo,Goalkeeper,MCFC,"£4,160,000",2017_2018
Danilo Luiz da Silva,Defender,MCFC,"£4,160,000",2017_2018
Fabian Delph,Midfielder,MCFC,"£4,160,000",2017_2018
Eric Bailly,Defender,MUFC,"£4,160,000",2017_2018
Michael Carrick,Midfielder,MUFC,"£4,160,000",2017_2018
Manolo Gabbiadini,Forward,SFC,"£4,160,000",2017_2018
Saido Berahino,Forward,SCFC,"£4,160,000",2017_2018
Toby Alderweireld,Defender,THFC,"£4,160,000",2017_2018
Erik Lamela,Midfielder,THFC,"£4,160,000",2017_2018
Moussa Sissoko,Midfielder,THFC,"£4,160,000",2017_2018
Mathieu Debuchy,Defender,AFC,"£3,900,000",2017_2018
Victor Moses,Defender,CFC,"£3,900,000",2017_2018
Yannick Bolasie,Forward,EFC,"£3,900,000",2017_2018
Danny Ings,Forward,LFC,"£3,900,000",2017_2018
Georginio Wijnaldum,Midfielder,LFC,"£3,900,000",2017_2018
Gabriel Jesus,Forward,MCFC,"£3,900,000",2017_2018
Daley Blind,Defender,MUFC,"£3,900,000",2017_2018
Phil Jones,Defender,MUFC,"£3,900,000",2017_2018
Jesse Lingard,Forward,MUFC,"£3,900,000",2017_2018
Christian Eriksen,Midfielder,THFC,"£3,900,000",2017_2018
Fernando Llorente,Forward,THFC,"£3,900,000",2017_2018
Jose Fonte,Defender,WHUFC,"£3,900,000",2017_2018
Pablo Zabaleta,Defender,WHUFC,"£3,900,000",2017_2018
Asmir Begovic,Goalkeeper,BOU,"£3,640,000",2017_2018
Davide Zappacosta,Defender,CFC,"£3,640,000",2017_2018
Leighton Baines,Defender,EFC,"£3,640,000",2017_2018
Davy Klaassen,Midfielder,EFC,"£3,640,000",2017_2018
Ashley Williams,Defender,EFC,"£3,640,000",2017_2018
Nathaniel Clyne,Defender,LFC,"£3,640,000",2017_2018
Sergio Romero,Goalkeeper,MUFC,"£3,640,000",2017_2018
Chris Smalling,Defender,MUFC,"£3,640,000",2017_2018
Jonjo Shelvey,Midfielder,NUFC,"£3,640,000",2017_2018
Charlie Austin,Forward,SFC,"£3,640,000",2017_2018
Ryan Bertrand,Defender,SFC,"£3,640,000",2017_2018
Fraser Forster,Goalkeeper,SFC,"£3,640,000",2017_2018
Kevin Wimmer,Defender,SCFC,"£3,640,000",2017_2018
Serge Aurier,Defender,THFC,"£3,640,000",2017_2018
Andre Gray,Forward,WAT,"£3,640,000",2017_2018
Michail Antonio,Midfielder,WHUFC,"£3,640,000",2017_2018
Manuel Lanzini,Midfielder,WHUFC,"£3,640,000",2017_2018
Angelo Ogbonna,Defender,WHUFC,"£3,640,000",2017_2018
Winston Reid,Defender,WHUFC,"£3,640,000",2017_2018
Lucas Moura,Forward,THFC,"£3,575,000",2017_2018
Emerson Palmieri,Defender,CFC,"£3,510,000",2017_2018
Nacho Monreal,Defender,AFC,"£3,380,000",2017_2018
Ben Chilwell,Defender,LC,"£3,380,000",2017_2018
Ederson Moraes,Goalkeeper,MCFC,"£3,380,000",2017_2018
Sofiane Boufal,Midfielder,SFC,"£3,380,000",2017_2018
Mario Lemina,Midfielder,SFC,"£3,380,000",2017_2018
Oriol Romeu,Midfielder,SFC,"£3,380,000",2017_2018
Cedric Soares,Defender,SFC,"£3,380,000",2017_2018
Eric Maxim Choupo-Moting,Midfielder,SCFC,"£3,380,000",2017_2018
Mame Diouf,Forward,SCFC,"£3,380,000",2017_2018
Xherdan Shaqiri,Midfielder,SCFC,"£3,380,000",2017_2018
Kieran Trippier,Defender,THFC,"£3,380,000",2017_2018
Victor Wanyama,Midfielder,THFC,"£3,380,000",2017_2018
Troy Deeney,Forward,WAT,"£3,380,000",2017_2018
Jonny Evans,Defender,WBAFC,"£3,380,000",2017_2018
Shane Long,Forward,SFC,"£3,210,000",2017_2018
John Terry,Defender,AVFC,"£3,120,000",2017_2018
Scott Dann,Defender,CP,"£3,120,000",2017_2018
Connor Wickham,Forward,CP,"£3,120,000",2017_2018
Michael Keane,Defender,EFC,"£3,120,000",2017_2018
Jordan Pickford,Goalkeeper,EFC,"£3,120,000",2017_2018
Cenk Tosun,Forward,EFC,"£3,120,000",2017_2018
Kelechi Iheanacho,Forward,LC,"£3,120,000",2017_2018
Wes Morgan,Defender,LC,"£3,120,000",2017_2018
Aleksandar Mitrovic (on loan from ),Forward,NUFC,"£3,120,000",2017_2018
Steven Davis,Midfielder,SFC,"£3,120,000",2017_2018
Wesley Hoedt,Defender,SFC,"£3,120,000",2017_2018
Nathan Redmond,Forward,SFC,"£3,120,000",2017_2018
Dusan Tadic,Forward,SFC,"£3,120,000",2017_2018
Bruno Martins Indi,Defender,SCFC,"£3,120,000",2017_2018
Ben Davies,Defender,THFC,"£3,120,000",2017_2018
Eric Dier,Midfielder,THFC,"£3,120,000",2017_2018
Danny Rose,Defender,THFC,"£3,120,000",2017_2018
Davinson Sanchez,Defender,THFC,"£3,120,000",2017_2018
Gareth Barry,Midfielder,WBAFC,"£3,120,000",2017_2018
Nacer Chadli,Midfielder,WBAFC,"£3,120,000",2017_2018
Ben Foster,Goalkeeper,WBAFC,"£3,120,000",2017_2018
Jay Rodriguez,Forward,WBAFC,"£3,120,000",2017_2018
Jose Salomon Rondon,Forward,WBAFC,"£3,120,000",2017_2018
Claudio Yacob,Midfielder,WBAFC,"£3,120,000",2017_2018
Cheikhou Kouyate,Midfielder,WHUFC,"£3,120,000",2017_2018
Aymeric Laporte,Defender,MCFC,"£3,098,333",2017_2018
Adam Lallana,Midfielder,LFC,"£3,042,000",2017_2018
Tammy Abraham (on loan from ),Forward,CFC,"£3,000,000",2017_2018
Jeffrey Schlupp,Defender,CP,"£2,912,000",2017_2018
Luka Milivojevic,Midfielder,CP,"£2,860,000",2017_2018
Jairo Riedewald,Defender,CP,"£2,860,000",2017_2018
Bakary Sako,Midfielder,CP,"£2,860,000",2017_2018
Andros Townsend,Forward,CP,"£2,860,000",2017_2018
Patrick Van Aanholt,Defender,CP,"£2,860,000",2017_2018
Oumar Niasse,Forward,EFC,"£2,860,000",2017_2018
Demarai Gray,Forward,LC,"£2,860,000",2017_2018
Vicente Iborra,Midfielder,LC,"£2,860,000",2017_2018
Simon Mignolet,Goalkeeper,LFC,"£2,860,000",2017_2018
Ragnar Klavan,Defender,LFC,"£2,860,000",2017_2018
Darren Fletcher,Midfielder,SCFC,"£2,860,000",2017_2018
Ryan Shawcross,Defender,SCFC,"£2,860,000",2017_2018
Dele Alli,Midfielder,THFC,"£2,860,000",2017_2018
Mousa Dembele,Midfielder,THFC,"£2,860,000",2017_2018
Kieran Gibbs,Defender,WBAFC,"£2,860,000",2017_2018
Pedro Obiang,Midfielder,WHUFC,"£2,860,000",2017_2018
Aleksandar Dragovic,Defender,LC,"£2,652,000",2017_2018
Calum Chambers,Defender,AFC,"£2,600,000",2017_2018
James McArthur,Midfielder,CP,"£2,600,000",2017_2018
James Tomkins,Defender,CP,"£2,600,000",2017_2018
Phil Jagielka,Defender,EFC,"£2,600,000",2017_2018
James McCarthy,Midfielder,EFC,"£2,600,000",2017_2018
Aaron Mooy,Midfielder,HUD,"£2,600,000",2017_2018
Christian Fuchs,Defender,LC,"£2,600,000",2017_2018
Andrew Robertson,Defender,LFC,"£2,600,000",2017_2018
Pierre-Emile Hojbjerg,Midfielder,SFC,"£2,600,000",2017_2018
Maya Yoshida,Defender,SFC,"£2,600,000",2017_2018
Joe Allen,Midfielder,SCFC,"£2,600,000",2017_2018
Jordan Ayew,Forward,SCAFC,"£2,600,000",2017_2018
Sam Clucas,Midfielder,SCAFC,"£2,600,000",2017_2018
Lukasz Fabianski,Goalkeeper,SCAFC,"£2,600,000",2017_2018
Tom Cleverley,Midfielder,WAT,"£2,600,000",2017_2018
Aaron Cresswell,Defender,WHUFC,"£2,600,000",2017_2018
Mark Noble,Midfielder,WHUFC,"£2,600,000",2017_2018
Adrian San Miguel del Castillo,Goalkeeper,WHUFC,"£2,600,000",2017_2018
Mohamed Elneny,Midfielder,AFC,"£2,574,000",2017_2018
Roque Mesa,Midfielder,SCAFC,"£2,548,000",2017_2018
Jack Stephens,Defender,SFC,"£2,496,000",2017_2018
Jesé Rodríguez Ruiz,Forward,SCFC,"£2,392,000",2017_2018
Jake Livermore,Midfielder,WBAFC,"£2,392,000",2017_2018
Steve Cook,Defender,BOU,"£2,340,000",2017_2018
Joshua King,Forward,BOU,"£2,340,000",2017_2018
Carl Jenkinson (on loan from ),Defender,AFC,"£2,340,000",2017_2018
Jose Izquierdo,Forward,BHA,"£2,340,000",2017_2018
Davy Propper,Midfielder,BHA,"£2,340,000",2017_2018
Idrissa Gueye,Midfielder,EFC,"£2,340,000",2017_2018
Marc Albrighton,Midfielder,LC,"£2,340,000",2017_2018
Danny Simpson,Defender,LC,"£2,340,000",2017_2018
Emre Can,Midfielder,LFC,"£2,340,000",2017_2018
Matteo Darmian,Defender,MUFC,"£2,340,000",2017_2018
Mohamed Diame,Midfielder,NUFC,"£2,340,000",2017_2018
Ayoze Perez,Forward,NUFC,"£2,340,000",2017_2018
Matt Ritchie,Midfielder,NUFC,"£2,340,000",2017_2018
Leroy Fer,Midfielder,SCAFC,"£2,340,000",2017_2018
Daryl Janmaat,Defender,WAT,"£2,340,000",2017_2018
Roberto Pereyra,Midfielder,WAT,"£2,340,000",2017_2018
Sebastian Prodl,Defender,WAT,"£2,340,000",2017_2018
Chris Brunt,Midfielder,WBAFC,"£2,340,000",2017_2018
James Ward-Prowse,Midfielder,SFC,"£2,253,333",2017_2018
Federico Fernandez,Defender,SCAFC,"£2,236,000",2017_2018
Jurgen Locadia,Forward,BHA,"£2,106,000",2017_2018
Nathan Ake,Defender,BOU,"£2,080,000",2017_2018
Harry Arter,Midfielder,BOU,"£2,080,000",2017_2018
Artur Boruc,Goalkeeper,BOU,"£2,080,000",2017_2018
David Ospina,Goalkeeper,AFC,"£2,080,000",2017_2018
Henri Lansbury,Midfielder,AVFC,"£2,080,000",2017_2018
Willy Caballero,Goalkeeper,CFC,"£2,080,000",2017_2018
Kurt Zouma (on loan from ),Defender,CFC,"£2,080,000",2017_2018
Wayne Hennessey,Goalkeeper,CP,"£2,080,000",2017_2018
Ramiro Funes Mori,Defender,EFC,"£2,080,000",2017_2018
Yohan Benalouane,Defender,LC,"£2,080,000",2017_2018
Andy King (on loan from ),Midfielder,LC,"£2,080,000",2017_2018
Harry Maguire,Defender,LC,"£2,080,000",2017_2018
Alberto Moreno,Defender,LFC,"£2,080,000",2017_2018
Dwight Gayle,Forward,NUFC,"£2,080,000",2017_2018
Joselu Mato,Forward,NUFC,"£2,080,000",2017_2018
Sam Gallagher (on loan from ),Forward,SFC,"£2,080,000",2017_2018
Alex McCarthy,Goalkeeper,SFC,"£2,080,000",2017_2018
Jeremy Pied,Midfielder,SFC,"£2,080,000",2017_2018
Peter Crouch,Forward,SCFC,"£2,080,000",2017_2018
Michel Vorm,Goalkeeper,THFC,"£2,080,000",2017_2018
Craig Dawson,Defender,WBAFC,"£2,080,000",2017_2018
James Morrison,Midfielder,WBAFC,"£2,080,000",2017_2018
Matt Phillips,Midfielder,WBAFC,"£2,080,000",2017_2018
Arthur Masuaku,Defender,WHUFC,"£2,080,000",2017_2018
Robert Snodgrass (on loan from ),Midfielder,WHUFC,"£2,080,000",2017_2018
Jordon Ibe,Midfielder,BOU,"£1,976,000",2017_2018
Seamus Coleman,Defender,EFC,"£1,976,000",2017_2018
Robert Huth,Defender,LC,"£1,976,000",2017_2018
Florian Lejeune,Defender,NUFC,"£1,976,000",2017_2018
Erik Pieters,Defender,SCFC,"£1,976,000",2017_2018
Sung-Yeung Ki,Midfielder,SCAFC,"£1,872,000",2017_2018
Wayne Routledge,Midfielder,SCAFC,"£1,872,000",2017_2018
Charlie Daniels,Defender,BOU,"£1,820,000",2017_2018
Dan Gosling,Midfielder,BOU,"£1,820,000",2017_2018
Adam Smith,Defender,BOU,"£1,820,000",2017_2018
Andrew Surman,Midfielder,BOU,"£1,820,000",2017_2018
Jonathan Kodjia,Forward,AVFC,"£1,820,000",2017_2018
Lewis Dunk,Defender,BHA,"£1,820,000",2017_2018
Anthony Knockaert,Forward,BHA,"£1,820,000",2017_2018
Tim Krul,Goalkeeper,BHA,"£1,820,000",2017_2018
Mathew Ryan,Goalkeeper,BHA,"£1,820,000",2017_2018
Robbie Brady,Midfielder,BFC,"£1,820,000",2017_2018
Jack Cork,Midfielder,BFC,"£1,820,000",2017_2018
Steven Defour,Midfielder,BFC,"£1,820,000",2017_2018
Tom Heaton,Goalkeeper,BFC,"£1,820,000",2017_2018
Jeff Hendrick,Midfielder,BFC,"£1,820,000",2017_2018
Aaron Lennon,Forward,BFC,"£1,820,000",2017_2018
Nick Pope,Goalkeeper,BFC,"£1,820,000",2017_2018
Chris Wood,Forward,BFC,"£1,820,000",2017_2018
Andreas Christensen,Defender,CFC,"£1,820,000",2017_2018
Ruben Loftus-Cheek (on loan from ),Midfielder,CFC,"£1,820,000",2017_2018
Jason Puncheon,Midfielder,CP,"£1,820,000",2017_2018
Joel Ward,Defender,CP,"£1,820,000",2017_2018
Cuco Martina,Defender,EFC,"£1,820,000",2017_2018
Marcus Bettinelli,Goalkeeper,FFC,"£1,820,000",2017_2018
Laurent Depoitre,Forward,HUD,"£1,820,000",2017_2018
Steve Mounie,Forward,HUD,"£1,820,000",2017_2018
Shinji Okazaki,Forward,LC,"£1,820,000",2017_2018
Ciaran Clark,Defender,NUFC,"£1,820,000",2017_2018
Jack Colback (on loan from ),Midfielder,NUFC,"£1,820,000",2017_2018
Jesus Gamez,Defender,NUFC,"£1,820,000",2017_2018
Javier Manquillo,Defender,NUFC,"£1,820,000",2017_2018
Chancel Mbemba,Defender,NUFC,"£1,820,000",2017_2018
Mikel Merino,Midfielder,NUFC,"£1,820,000",2017_2018
Henri Saivet,Midfielder,NUFC,"£1,820,000",2017_2018
Matt Targett (on loan from ),Defender,SFC,"£1,820,000",2017_2018
Charlie Adam,Midfielder,SCFC,"£1,820,000",2017_2018
Jack Butland,Goalkeeper,SCFC,"£1,820,000",2017_2018
Leon Britton,Midfielder,SCAFC,"£1,820,000",2017_2018
Tom Carroll,Midfielder,SCAFC,"£1,820,000",2017_2018
Georges-Kevin N'Koudou (on loan from ),Midfielder,THFC,"£1,820,000",2017_2018
Étienne Capoue,Midfielder,WAT,"£1,820,000",2017_2018
Nathaniel Chalobah,Midfielder,WAT,"£1,820,000",2017_2018
Heurelho Gomes,Goalkeeper,WAT,"£1,820,000",2017_2018
Younes Kaboul,Defender,WAT,"£1,820,000",2017_2018
Stefano Okaka,Forward,WAT,"£1,820,000",2017_2018
Gareth McAuley,Defender,WBAFC,"£1,820,000",2017_2018
Allan-Romeo Nyom,Defender,WBAFC,"£1,820,000",2017_2018
James Collins,Defender,WHUFC,"£1,820,000",2017_2018
John Ruddy,Goalkeeper,WWFC,"£1,820,000",2017_2018
Jamaal Lascelles,Defender,NUFC,"£1,782,857",2017_2018
Mathias Jorgensen,Defender,HUD,"£1,716,000",2017_2018
Martin Olsson,Defender,SCAFC,"£1,716,000",2017_2018
Jon Flanagan (on loan from ),Defender,LFC,"£1,710,000",2017_2018
Marcus Rashford,Forward,MUFC,"£1,690,000",2017_2018
Helder Costa,Forward,WWFC,"£1,690,000",2017_2018
Onyinye Ndidi,Midfielder,LC,"£1,668,333",2017_2018
Ezequiel Schelotto,Defender,BHA,"£1,664,000",2017_2018
Nathan Dyer,Midfielder,SCAFC,"£1,664,000",2017_2018
Kyle Naughton,Defender,SCAFC,"£1,664,000",2017_2018
Angel Rangel,Defender,SCAFC,"£1,664,000",2017_2018
Richarlison de Andrade,Forward,WAT,"£1,664,000",2017_2018
Ashley Westwood,Midfielder,BFC,"£1,612,000",2017_2018
Lewis Cook,Midfielder,BOU,"£1,560,000",2017_2018
Adam Federici,Goalkeeper,BOU,"£1,560,000",2017_2018
Simon Francis,Defender,BOU,"£1,560,000",2017_2018
Callum Wilson,Forward,BOU,"£1,560,000",2017_2018
Alex Iwobi,Forward,AFC,"£1,560,000",2017_2018
James Chester,Defender,AVFC,"£1,560,000",2017_2018
Shane Duffy,Defender,BHA,"£1,560,000",2017_2018
Pascal Gross,Midfielder,BHA,"£1,560,000",2017_2018
Glenn Murray,Forward,BHA,"£1,560,000",2017_2018
Bruno Saltor Grau,Defender,BHA,"£1,560,000",2017_2018
Dale Stephens,Midfielder,BHA,"£1,560,000",2017_2018
Jonathan Walters,Forward,BFC,"£1,560,000",2017_2018
Pape Souare,Defender,CP,"£1,560,000",2017_2018
Maarten Stekelenburg,Goalkeeper,EFC,"£1,560,000",2017_2018
Tom Ince,Forward,HUD,"£1,560,000",2017_2018
Alex Pritchard,Midfielder,HUD,"£1,560,000",2017_2018
Daniel Williams,Midfielder,HUD,"£1,560,000",2017_2018
Leonardo Ulloa (on loan from ),Forward,LC,"£1,560,000",2017_2018
Joe Gomez,Defender,LFC,"£1,560,000",2017_2018
Tosin Adarabioyo,Defender,MCFC,"£1,560,000",2017_2018
Christian Atsu,Forward,NUFC,"£1,560,000",2017_2018
Deandre Yedlin,Defender,NUFC,"£1,560,000",2017_2018
Geoff Cameron,Defender,SCFC,"£1,560,000",2017_2018
Lee Grant,Goalkeeper,SCFC,"£1,560,000",2017_2018
Glen Johnson,Defender,SCFC,"£1,560,000",2017_2018
Luciano Narsingh,Midfielder,SCAFC,"£1,560,000",2017_2018
Joshua Onomah (on loan from ),Midfielder,THFC,"£1,560,000",2017_2018
Jose Holebas,Defender,WAT,"£1,560,000",2017_2018
Will Hughes,Midfielder,WAT,"£1,560,000",2017_2018
Christian Kabasele,Defender,WAT,"£1,560,000",2017_2018
Isaac Success,Forward,WAT,"£1,560,000",2017_2018
Oliver Burke,Forward,WBAFC,"£1,560,000",2017_2018
James McClean,Midfielder,WBAFC,"£1,560,000",2017_2018
Hal Robson-Kanu,Forward,WBAFC,"£1,560,000",2017_2018
Sam Byram,Defender,WHUFC,"£1,560,000",2017_2018
Edimilson Fernandes,Midfielder,WHUFC,"£1,560,000",2017_2018
Muhamed Besic (on loan from ),Midfielder,EFC,"£1,538,333",2017_2018
Johann Berg Gudmundsson,Midfielder,BFC,"£1,456,000",2017_2018
Ben Mee,Defender,BFC,"£1,456,000",2017_2018
